"Address";"Tags"
"пров. Пулківський, буд. 3";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"просп. 200-річчя Кривого Рогу, 9, кв. 46";"['StreetType', 'Street', 'Street', 'Street', 'HouseNumber', 'ApartmentType', 'Apartment']"
"просп. 200-річчя Кривого Рогу, буд. 16, кв. 55";"['StreetType', 'Street', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"просп. Гагаріна, буд. 37, кв. 27";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"просп. Металургів, буд. 31, кв. 74";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"просп. Миру, буд. 28, кв. 39";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"просп. Перемоги, буд. 15, кв. 20";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"просп. Південний, буд. 19 корп. 1, кв. 27";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'HousingType', 'Housing', 'ApartmentType', 'Apartment']"
"ул.5-й Заречный, дом. 75, корп. кв.6";"['Street', 'Street', 'HouseNumberType', 'HouseNumber', 'HousingType', 'Apartment']"
"ул.горняцкий, дом. 44, корп. кв.68";"['Street', 'HouseNumberType', 'HouseNumber', 'HousingType', 'Apartment']"
"ул.Домностроителей, дом. 30, корп. кв.129";"['Street', 'HouseNumberType', 'HouseNumber', 'HousingType', 'Apartment']"
"ул.Кармелюка, дом. 23, корп. кв.45";"['Street', 'HouseNumberType', 'HouseNumber', 'HousingType', 'Apartment']"
"ул.Корнейчука, дом. 8, корп. кв.115";"['Street', 'HouseNumberType', 'HouseNumber', 'HousingType', 'Apartment']"
"ул.Косигiна, дом. 17, корп. кв.51";"['Street', 'HouseNumberType', 'HouseNumber', 'HousingType', 'Apartment']"
"ул.Литке, дом. 14, корп. кв.0";"['Street', 'HouseNumberType', 'HouseNumber', 'HousingType', 'Apartment']"
"ул.Мироненко, дом. 6, корп. кв.0";"['Street', 'HouseNumberType', 'HouseNumber', 'HousingType', 'Apartment']"
"ул.Молодежная, дом. 11, корп. кв.0";"['Street', 'HouseNumberType', 'HouseNumber', 'HousingType', 'Apartment']"
"ул.Невельская, дом. 9, корп.";"['Street', 'HouseNumberType', 'HouseNumber', 'HousingType']"
"ул.Николаевское Шоссе, дом. 4, корп. кв.143";"['Street', 'Street', 'HouseNumberType', 'HouseNumber', 'HousingType', 'Apartment']"
"ул.Пензенская, дом. 87, корп. кв.0";"['Street', 'HouseNumberType', 'HouseNumber', 'HousingType', 'Apartment']"
"ул.Победы, дом. 21, корп. кв.58";"['Street', 'HouseNumberType', 'HouseNumber', 'HousingType', 'Apartment']"
"ул.Пр.Мира, дом. 50, корп. кв.0";"['Street', 'HouseNumberType', 'HouseNumber', 'HousingType', 'Apartment']"
"ул.Свердлова, дом. 296, корп. кв.0";"['Street', 'HouseNumberType', 'HouseNumber', 'HousingType', 'Apartment']"
"ул.Студенческая, дом. 12, корп. кв.2";"['Street', 'HouseNumberType', 'HouseNumber', 'HousingType', 'Apartment']"
"шосе Дніпропетровське, буд. 10, кв. 18";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"Кіровоградська, м, Благовіщенське (Ульяновка), вулиця, Гоголя, 39";"['Region', 'LocalityType', 'Locality', 'AdditionalData', 'StreetType', 'Street', 'HouseNumber']"
"Кіровоградська, м, Кропивницький (Кіровоград), вулиця, Народна, 17";"['Region', 'LocalityType', 'Locality', 'AdditionalData', 'StreetType', 'Street', 'HouseNumber']"
"Кіровоградська, м, Кропивницький (Кіровоград), вулиця, Верхня Биківська, 25\14";"['Region', 'LocalityType', 'Locality', 'AdditionalData', 'StreetType', 'Street', 'Street', 'HouseNumber']"
"Луганська, с, Діброва (Червона Діброва), вулиця, Чкалова, 10";"['Region', 'LocalityType', 'Locality', 'AdditionalData', 'AdditionalData', 'StreetType', 'Street', 'HouseNumber']"
"Миколаївська, Вознесенський, Щербані (Щербанівська), підлісна 1";"['Region', 'County', 'Locality', 'AdditionalData', 'Street', 'HouseNumber']"
"Миколаївська, Жовтневий, Галицинове (Галицинівська), СЕВАСТОПОЛЬСКАЯ 77";"['Region', 'County', 'Locality', 'AdditionalData', 'Street', 'HouseNumber']"
"Полтавська, Котелевський, Котельва (Котелевської селещної ради), Калантаївська 62";"['Region', 'County', 'Locality', 'AdditionalData', 'AdditionalData', 'AdditionalData', 'Street', 'HouseNumber']"
"Харківська, Балаклійський, Червоний Донець (Червонодонецька селищна рада), Спортивна 3, кв. 22";"['Region', 'County', 'Locality', 'Locality', 'AdditionalData', 'AdditionalData', 'AdditionalData', 'Street', 'HouseNumber', 'ApartmentType', 'Apartment']"
"Хмельницька, Кам’янець-Подільський, Довжок (Довжоцька сільська рада), Зелений 1";"['Region', 'County', 'Locality', 'AdditionalData', 'AdditionalData', 'AdditionalData', 'Street', 'HouseNumber']"
"39350, Полтавская, Полтавська область Новосанжарський р-н с.Крута балка, Ювілейна 23";"['PostCode', 'Region', 'Region', 'RegionType', 'County', 'CountyType', 'Locality', 'Locality', 'Street', 'HouseNumber']"
"85500, Донецька, Великоновосілківський, Нескучне (Великоновосілківська сільська рада), имени Николая Корфа 14";"['PostCode', 'Region', 'County', 'Locality', 'AdditionalData', 'AdditionalData', 'AdditionalData', 'Street', 'Street', 'Street', 'HouseNumber']"
"вул. Центральна, Дніпропетровська область, Апостолове, Апостолівський район, Україна";"['StreetType', 'Street', 'Region', 'RegionType', 'Locality', 'SubLocality', 'SubLocalityType', 'Country']"
"вул. Співдружності, буд. 66";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Незалежності України, буд. 8, кв. 121";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"Батумська вулиця, 2, Дніпро, 49026, Україна";"['Street', 'StreetType', 'HouseNumber', 'Locality', 'PostCode', 'Country']"
"Степана Разіна вулиця, 2, Дніпро, 49081, Україна";"['Street', 'Street', 'StreetType', 'HouseNumber', 'Locality', 'PostCode', 'Country']"
"49006, м. Дніпро, вул. Шмідта, 16";"['PostCode', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"49108, Дніпропетровська обл., м.Дніпро, Індустріальний р-н, пров.Кальміуський, 6";"['PostCode', 'Region', 'RegionType', 'Locality', 'SubLocality', 'SubLocalityType', 'Street', 'HouseNumber']"
"49108, Дніпропетровська обл., м.Дніпро, Індустріальний р-н, вул.Льоні Голикова, 1";"['PostCode', 'Region', 'RegionType', 'Locality', 'SubLocality', 'SubLocalityType', 'Street', 'Street', 'HouseNumber']"
"01008, г. Киев-8, ул. Грушевского, 5";"['PostCode', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Вінницька";"['Region']"
"Чернігівська";"['Region']"
"Волинська";"['Region']"
"Автономна республіка Крим";"['Region', 'Region', 'Region']"
"Дніпропетровська";"['Region']"
"Донецька";"['Region']"
"Житомирська";"['Region']"
"Закарпатська";"['Region']"
"Запорізька";"['Region']"
"Івано-Франківська";"['Region']"
"Київ";"['Region']"
"Київська";"['Region']"
"Кіровоградська";"['Region']"
"Луганська";"['Region']"
"Львівська";"['Region']"
"Миколаївська";"['Region']"
"Одеська";"['Region']"
"Полтавська";"['Region']"
"Рівненська";"['Region']"
"Севастополь";"['Region']"
"Сумська";"['Region']"
"Тернопільська";"['Region']"
"Харківська";"['Region']"
"Херсонська";"['Region']"
"Хмельницька";"['Region']"
"Черкаська";"['Region']"
"Чернівецька";"['Region']"
"Дніпропетровська, Кривий Ріг, Місто Кривий Ріг, вулиця Верхоянська";"['Region', 'Locality', 'Locality', 'LocalityType', 'Locality', 'Locality', 'StreetType', 'Street']"
"Ганса Хрістіана Андерсена вулиця, Кривий Ріг, Україна";"['Street', 'Street', 'Street', 'StreetType', 'Locality', 'Locality', 'Country']"
"Болгарська вулиця, Кривий Ріг, Україна";"['Street', 'StreetType', 'Locality', 'Locality', 'Country']"
"Днепр, Новомосковск, Сучкова, 19";"['Locality', 'SubLocality', 'Street', 'HouseNumber']"
"ХМЕЛЬНИЦЬКА ОБЛАСТЬ Шепетівський район Мокіївці";"['Region', 'RegionType', 'County', 'CountyType', 'Locality']"
"80271 Львівська Радехівський Корчин 0, 0";"['PostCode', 'Region', 'County', 'Locality', 'HouseNumber', 'Apartment']"
"84500, Донецька, м, Бахмут (Артемівськ), провулок, Харківський, 13";"['Region', 'Region', 'LocalityType', 'Locality', 'AdditionalData', 'StreetType', 'Street', 'HouseNumber']"
"Луганська, Кремінський, м, Кремінна, вулиця, Побєди, 6, 15";"['Region', 'SubLocality', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Запорізька, м, Запоріжжя, вулиця, Адм. Макарова, 183, 2";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'Street', 'HouseNumber', 'Apartment']"
"Одеська, Окнянський (Красноокнянський), смт, Окни (Красні Окни), вулиця, 30 років Перемоги, 47";"['Region', 'County', 'AdditionalData', 'LocalityType', 'Locality', 'AdditionalData', 'AdditionalData', 'StreetType', 'Street', 'Street', 'Street', 'HouseNumber']"
"74612, Херсонська, Горностаївський р-н, с. Каїри, вул. Калініна, буд. 81";"['PostCode', 'Region', 'County', 'CountyType', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"81600, Львівська, Миколаївський р-н, м. Миколаїв, пр-т Грушевського, буд. 3, кв. 58";"['PostCode', 'Region', 'SubLocality', 'SubLocalityType', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"75730, Херсонська, Скадовський р-н, с. Широке, вул. Ладичука, буд. 18";"['PostCode', 'Region', 'County', 'CountyType', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"59225, Чернівецька, Вижницький р-н, с. Карапчів, вул. Паркова, буд. 1, кв. 3";"['PostCode', 'Region', 'County', 'CountyType', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"60200, Чернівецька, Сокирянський р-н, м. Сокиряни, вул. Центральна, 61, кв.2";"['PostCode', 'Region', 'SubLocality', 'SubLocalityType', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"02156, Київ, м, Київ, вулиця, Шолом-Алейхема, 5, 29";"['PostCode', 'Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Запорізька, м, Запоріжжя, вулиця, Трясіло, 45";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"84100, Донецька, м, Слов’янськ, вулиця, Гречна, 3";"['PostCode', 'Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Івано-Франківська, Косівський, с, Баня-Березів, вулиця, Воротик";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street']"
"Івано-Франківська, м, Болехів, вулиця, Січ.Стрільців, 54";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"90400, Закарпатська, м, Хуст, вулиця, Тургентєва, 7, г";"['PostCode', 'Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'HouseNumberAdditionally']"
"Одеська, Тарутинський, смт, Бородіно, вулиця, Франко, 42";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Луганська, м, Лисичанськ, вулиця, Світла, 33";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Полтавська, м, Полтава, вулиця, Курчатова, 11, 108";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Дніпропетровська, м, Кам’янське (Дніпродзержинськ), вулиця, Каштанів, 19-А, 4";"['Region', 'LocalityType', 'Locality', 'AdditionalData', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Дніпропетровська, м, Кам’янське (Дніпродзержинськ), вулиця, Глаголєва, 20, 82";"['Region', 'LocalityType', 'Locality', 'AdditionalData', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Одеська, Подільський (Котовський), с, Липецьке, вулиця, Леніна, 691";"['Region', 'County', 'AdditionalData', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Сумська, Тростянецький, м, Тростянець, провулок, Славгородський, 47";"['Region', 'SubLocality', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Сумська, Білопільський, м, Білопілля, вулиця, Ворожбянський шлях, 38";"['Region', 'SubLocality', 'LocalityType', 'Locality', 'StreetType', 'Street', 'Street', 'HouseNumber']"
"Київська, Броварський, с, Зазим’я, вулиця, Пролетарська, 40";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Київ, м, Київ, вулиця, Лісковська, 18В, 80";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Харківська, м, Харків, проспект, Науки, 39, 186";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Дніпропетровська, Синельниківський, с, Новочернігівське, вулиця, Пушкіна, 5";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Одеська, Ананьївський, с, Долинське, провулок, Данілевского, 22";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Дніпропетровська, м, Кривий Ріг, вулиця, Постишева, 80, 6";"['Region', 'LocalityType', 'Locality', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Дніпропетровська, Дніпровський (Дніпропетровськи, с, Дослідне, вулиця, Наукова, 41, 60";"['Region', 'County', 'AdditionalData', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"11231, Житомирська, Ємільчинський, с, Середи, вулиця, Сербівська, 2";"['PostCode', 'Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Рівненська, м, Вараш (Кузнецовськ), мікрорайон, Вараш, 23, 21";"['Region', 'LocalityType', 'Locality', 'AdditionalData', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Одеська, м, Подільськ (Котовськ), вулиця, Армійська, 99, 13";"['Region', 'LocalityType', 'Locality', 'AdditionalData', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Херсонська, Каховський, с, Роздольне, вулиця, Сафонова, 3, 30";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Харківська, Чугуївський, смт, Введенка, вулиця, Кірова, 182";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"30500, Хмельницька, Полонський, м, Полонне, вулиця, Лесі Українки, 156, 3";"['PostCode', 'Region', 'SubLocality', 'LocalityType', 'Locality', 'StreetType', 'Street', 'Street', 'HouseNumber', 'Apartment']"
"Дніпропетровська, м, Кривий Ріг, вулиця, Каштанова, 50, 16";"['Region', 'LocalityType', 'Locality', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Львівська, Жидачівський, с, Городищенське, вулиця, Зарічна, 9";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Миколаївська, м, Миколаїв, вулиця, Молодогвардійська, 32, 3";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Запорізька, Кам’янсько-Дніпровський, с, Благовіщенка, вулиця, Молодіжна, 5";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Хмельницька, м, Хмельницький, вулиця, Зарічанська, 22/1, 3";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Запорізька, Михайлівський, смт, Пришиб, провулок, Радісний, 14";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"84500, Донецька, м, Бахмут (Артемівськ), провулок, Харківський, 13";"['PostCode', 'Region', 'LocalityType', 'Locality', 'AdditionalData', 'StreetType', 'Street', 'HouseNumber']"
"Чернігівська, м, Прилуки, вулиця, Миколаївська, 87/1";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Полтавська, Хорольський, с, Куторжиха, вулиця, Гагаріна, 17";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"72318, Запорізька, м, Мелітополь, вулиця, Олександра Невського, 81";"['PostCode', 'Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'Street', 'HouseNumber']"
"69000, Запорізька, м, Запоріжжя, вулиця, Левановского, 5, 27";"['PostCode', 'Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Миколаївська, Арбузинський, с, Благодатне, вулиця, Енгельса, 56";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Запорізька, Пологівський, с, Федорівка (Чубарівка), вулиця, Суворова, 80";"['Region', 'County', 'LocalityType', 'Locality', 'AdditionalData', 'StreetType', 'Street', 'HouseNumber']"
"Запорізька, Пологівський, м, Пологи, вулиця, Єдності, 43 А, 6";"['Region', 'SubLocality', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'HouseNumberAdditionally', 'Apartment']"
"87500, Донецька, м, Маріуполь, вулиця, Будівельників, 160, 166";"['PostCode', 'Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"36000, Кіровоградська, Долинський, с, Гурівка, вулиця, Леніна, 15";"['PostCode', 'Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"36000, Полтавська, Полтавський, с, Горбанівка, провулок, Польова, 2";"['PostCode', 'Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Харківська, Харківський, м, Мерефа, вулиця, Українська, 37, а";"['Region', 'SubLocality', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'HouseNumberAdditionally']"
"Дніпропетровська, м, Дніпро (Дніпропетровськ), проспект, О.Поля, 129Б, 128";"['Region', 'LocalityType', 'Locality', 'AdditionalData', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Харківська, м, Ізюм, вулиця, Лінійна, 25";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"50000, Дніпропетровська, м, Кривий Ріг, вулиця, Адмірала Головка, 65, 64";"['PostCode', 'Region', 'LocalityType', 'Locality', 'Locality', 'StreetType', 'Street', 'Street', 'HouseNumber', 'Apartment']"
"66523, Одеська, Любашівський, с, Іванівка, вулиця, Садова, 32";"['PostCode', 'Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Дніпропетровська, П’ятихатський, м, П’ятихатки, вулиця, Київська, 99";"['Region', 'SubLocality', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Дніпропетровська, П’ятихатський, м, П’ятихатки, вулиця, Гагаріна, 233";"['Region', 'SubLocality', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Кіровоградська, м, Кропивницький (Кіровоград), провулок, Артеллерійський, 18";"['Region', 'LocalityType', 'Locality', 'AdditionalData', 'StreetType', 'Street', 'HouseNumber']"
"Запорізька, Кам’янсько-Дніпровський, м, Кам’янка-Дніпровська, вулиця, Жовтнева, 119";"['Region', 'SubLocality', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Київ, м, Київ, провулок, Биковський, 9, 18";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"23055, Вінницька, Барський, с, Шевченкове, вулиця, Зарічна, 17";"['PostCode', 'Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"21000, Вінницька, м, Вінниця, вулиця, Пирогова, 144, 88";"['PostCode', 'Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Сумська, Кролевецький, м, Кролевець, вулиця, Мічуріна, 48";"['Region', 'SubLocality', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Хмельницька, м, Хмельницький, вулиця, Тернопільська, 42, гурт";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'HostelType']"
"Хмельницька, Шепетівський, с, Хутір, вулиця, Лісна, 47";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Полтавська, Козельщинський, с, Шевченки, вулиця, Виноградна, 15";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Запорізька, м, Запоріжжя, вулиця, Космічна, 131, 0";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Полтавська, м, Полтава, бульвар, Щепотьєва, 5, 72";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Вінницька, Іллінецький, с, Сорока, вулиця, Вишнева, 37";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Полтавська, Новосанжарський,, Нові Санжари, вулиця, Пятенка, 31";"['Region', 'County', 'Locality', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Одеська, м, Ізмаїл, вулиця, Кафедральна, 10";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Одеська, м, Ізмаїл, вулиця, Перемоги, 71, 57";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Вінницька, м, Вінниця, вулиця, Олега Антонова, 48А, 25";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'Street', 'HouseNumber', 'Apartment']"
"19825, Черкаська, Драбівський, с, Свічківка, вулиця, Незалежності, 4";"['PostCode', 'Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Київ, м, Київ, вулиця, Ахматової, 13-г, 77";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Київська, Ірпінь, смт, Ворзель, вулиця, Ватутіна, 8";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Житомирська, м, Коростень, провулок, 1 Шатрищанський, 26А, 2";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'Street', 'HouseNumber', 'Apartment']"
"Чернігівська, Бахмацький,, Обмачів, вулиця, Л Українки, 49";"['Region', 'County', 'Locality', 'StreetType', 'Street', 'Street', 'HouseNumber']"
"Чернігівська, Бахмацький,, Обмачів, вулиця, Польова, 57";"['Region', 'County', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Хмельницька, Дунаєвецький, с, Балин, вулиця, Циганівська, 23";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Сумська, м, Конотоп, вулиця, Будівельників, 24, 22";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Київ, м, Київ, вулиця, Здолбунівська, 3б, 187";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Кіровоградська, Устинівський, смт, Устинівка, вулиця, Поштова, 2";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Дніпропетровська, м, Дніпро (Дніпропетровськ), вулиця, Докучаєва, 33, 54";"['Region', 'LocalityType', 'Locality', 'AdditionalData', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Волинська, м, Володимир-Волинський, вулиця, Дверницького, 11";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Житомирська, Любарський, с, Привітів, вулиця, Польова, 9";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Вінницька, Тиврівський,, Василівка, вулиця, Шевченка, 16";"['Region', 'County', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"65000, Одеська, Захарівський (Фрунзівський), с, Новозаріцьке, вулиця, Полева, 1";"['PostCode', 'Region', 'County', 'AdditionalData', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"65000, Одеська, м, Одеса, вулиця, Ізвісткова, 22 а";"['PostCode', 'Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'HouseNumberAdditionally']"
"Херсонська, Каланчацький, смт, Каланчак, вулиця, Гагаріна, 22";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Миколаївська, Доманівський, с, Кузнецове, вулиця, Чкалова, 7";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Миколаївська, Доманівський, с, Маринівка, вулиця, Киртка, 106";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Херсонська, Генічеський, смт, Рикове (Партизани), вулиця, Петровського, 46";"['Region', 'County', 'LocalityType', 'Locality', 'AdditionalData', 'StreetType', 'Street', 'HouseNumber']"
"Херсонська, Генічеський, с, Рівне, вулиця, Молодіжна, 63";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"61000, Харківська, Харківський, м, Мерефа, в’їзд, Кобзяра, 8";"['PostCode', 'Region', 'SubLocality', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Черкаська, Корсунь-Шевченківський,, Заріччя, вулиця, Парламентерів, 73";"['Region', 'County', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Черкаська, Корсунь-Шевченківський,, Заріччя, вулиця, Фонтанська, 10";"['Region', 'County', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Чернігівська, Бахмацький, м, Бахмач, вулиця, Кожедуба, 10";"['Region', 'SubLocality', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Чернігівська, Бахмацький, м, Бахмач, вулиця, Мирна, 35";"['Region', 'SubLocality', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Вінницька, Літинський, с, Бруслинів, вулиця, Жовтнева, 64";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Волинська, Горохівський, с, Цегів, вулиця, Шевченка, 17";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Одеська, Ізмаїльський, смт, Суворове, вулиця, Перемоги, 31";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Івано-Франківська, Верховинський, с, Полянки, вулиця, Центральна";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street']"
"Черкаська, Шполянський, с, Лебедин, вулиця, Перемоги, 162";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Луганська, Кремінський, м, Кремінна, вулиця, Побєди, 6, 15";"['Region', 'SubLocality', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
